1.000000 1.000000
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.038462 0.875000
0.076923 0.875000
0.076923 0.875000
0.076923 0.875000
0.375000 0.454545
